fips_code,data_centers,total_power_usage_kwh,total_carbon_emission_2023_tons
36061,"['AT&T 3175 Spring', 'SimpleNet Colo', '2805 Lafayette St (SJC31)', '3011 Lafayette St (SJC11)', '2045 & 2055 LaFayette St (SJC17)', 'DataBank SFO1 - Silicon Valley', 'Lumen Fort Worth 1', 'Enterhost', '60 Hudson Street (JFK12)', '32 Avenue of the Americas (JFK13)', 'NYI-QTD1', 'SDC Manhattan', 'DataBank LGA1 - Downtown New York City', 'TELEHOUSE New York Chelsea', 'Hudson InterXchange', '365 Data Centers - New York 2', 'H5 Data Centers New York', 'CoreSite New York (NY1)', 'Cogent Data Center - New York', '365 Data Centers - New York 1', '365 Data Centers - New York 3', 'Epsilon Global Hubs - New York', 'Dataverge NY', '325 Hudson', 'CherryRoad NYC3', '365 Data Centers - New York 4', 'The Starrett-Lehigh Building', 'Lumen New York 2', 'Colocation America NYDC1', 'EXA DC New York', 'LG Networks NYC Node', '121 Varick St', 'Arbinet 75 Broad St', '60 Hudson Street', 'Crown Castle New York - 60 Hudson St', '75 Broad Street', '32 Avenue of the Americas', 'Navisite New York', 'AT&T 811 10th Ave', 'Tata Communications New York', 'Telehouse Briad Financial Center', 'Lumen Eugene 1', 'Digital Fortress Chicago', 'Serverfarm CH1', 'DataBank ORD2 - Chicago', 'Cogent Data Center - Chicago 3', '360TCS Data Center', '360 East 22nd Street', '2001 Sixth Avenue (SEA10)', 'Hivelocity - Seattle 1', '2020 5th Avenue (SEA11)', 'Colocation Northwest - Downtown Seattle', 'Lunavi Seattle', 'The Westin Building', 'ISOMEDIA Seattle', 'Astute Hosting Seattle', 'Equinix SE2', 'Optic Fusion - Westin', 'Wowrack Seattle', 'Verizon Seattle', 'Lumen Seattle 1', 'Semaphore Seattle', '1505 5th', 'ColoCenters', 'Cortland Communications', 'Franklin Datacenter', 'EdgeConneX Madison - EDCMAD01', 'Dane County Data Exchange', '128 First Avenue (BOS14)', 'Cogent Data Center - Boston', 'Congruity360 Data Center', 'IP Pathways Data Center', 'Oak Tower', 'Lumen Denver 1', '365 Data Centers - SungardAS Thornton', 'DataBank - zColo - 10300 6th Ave', 'Centersquare - New York EWR1', 'Centersquare - New York EWR2-C,D', 'Planet Networks Data Center', 'Racksquared, LLC - Columbus OH', 'AIT.com -Fayetteville, NC', 'DC BLOX Chattanooga', '365 Data Centers - Nashville', 'IDMS-BAL01', 'Cogent Data Center - Louisville', 'Lumen Louisville 3', '332 West Broadway']","[33566.97482, 33566.97482, 33566.97482, 33566.97482, 33566.97482, 33566.97482, 78464.60072, 78464.60072, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 58840.94495, 49338.91391, 49338.91391, 49338.91391, 49338.91391, 49338.91391, 49338.91391, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 3918.947368, 3918.947368, 3918.947368, 20830.76471, 20830.76471, 20830.76471, 24309.0, 24309.0, 27448.0, 27448.0, 18318.13333, 60274.02985, 60274.02985, 60274.02985, 15153.11538, 43814.36066, 28850.86957, 28850.86957, 3568.888889, 81030.0, 81030.0, 81030.0]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
36065,['Northland Utica Datacenter'],[31776.44531],[302649.0169]
36067,"['Lumen Syracuse 1', 'Lumen East Syracuse', 'Syracuse Data Center', 'Northland Syracuse Datacenter', 'NaviSite Syracuse']","[31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531]","[302649.0169, 302649.0169, 302649.0169, 302649.0169, 302649.0169]"
36081,"['Alchemy.net', 'Lumen Dallas 3', 'Opti9 NY1', 'Unisecure Data Centers', 'Centeris South Hill Campus', 'Hackensack HQ', 'CBTS Cincinnati Data Center', 'Lumen Columbia', 'Nautilus East Millinocket']","[33566.97482, 78464.60072, 31776.44531, 31776.44531, 58108.0, 60274.02985, 15153.11538, 134904.0, 5256.0]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
36085,"['Hivelocity - New York 1', 'TELEHOUSE New York Teleport', 'Crown Castle New York (NY2)']","[31776.44531, 31776.44531, 31776.44531]","[14157.76543, 14157.76543, 14157.76543]"
36087,"['1 Ramland', 'ColoHouse New York', 'Lunavi Orangeburg']","[31776.44531, 31776.44531, 31776.44531]","[14157.76543, 14157.76543, 14157.76543]"
36099,['FLTG Park'],[31776.44531],[14157.76543]
36103,"['Vastnet - Melville', 'Crown Castle Farmingdale', 'Speedcast NY', '365 Data Centers - Long Island', 'NYRK06', 'CNS Colo', 'PointVoIP NY3', 'Gotham Bus', 'Google Council Bluffs Data Center']","[31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 206444.0]","[14157.76543, 14157.76543, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122]"
36119,"['Evocative JFK2', 'Colocation America NYDC3', 'TierPoint Hawthorne - New York', 'Equinix NY13', 'Cohere Communications - Westchester', 'Continuity Centers Hawthorne']","[31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
37027,['Google Lenoir Data Center'],[43814.36066],[2438441.564]
37033,['DataBank DFW9 - Red Oak'],[78464.60072],[181137.82]
37035,"['Microsoft Lyle Creek', 'Apple Newton Data Center', 'Microsoft Boyd Farms Campus', 'Microsoft Boyd Farms Data Center 1', 'NC Data Center Park']","[43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066]","[181137.82, 181137.82, 181137.82, 181137.82, 181137.82]"
37039,['Core Scientific Marble'],[43814.36066],[217436.4691]
37063,"['365 Data Centers - Commack', 'CyrusOne DUR1 - Durham', 'MCA corporate', 'Meta Davenport']","[31776.44531, 43814.36066, 28850.86957, 206444.0]","[181137.82, 181137.82, 181137.82, 181137.82]"
37067,"['Segra Winston-Salem', 'SolidSpace']","[43814.36066, 43814.36066]","[181137.82, 181137.82]"
37081,"['Optiquest Datacenter', 'Lumen Herdon 2', '365 Data Centers - Philadelphia (Downtown)', 'H5 Data Centers Philadelphia', 'Lumen Greensboro 1', 'Lumen Greensboro 2', 'Dynamic Quest']","[78464.60072, 71566.85412, 65574.85714, 65574.85714, 43814.36066, 43814.36066, 43814.36066]","[181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82]"
37097,['GIGA Data Center-1'],[43814.36066],[181137.82]
37119,"['Reese Data Center', '113 North Myers Street (CLT10)', '125 North Myers Street (CTL11)', 'Flexential Charlotte - South Data Center', 'Flexential Charlotte - North Data Center', '731 East Trade Street (CTL12)', 'TierPoint Charlotte 4- Center Park', 'TierPoint Charlotte 2 - North Myers', 'Segra Charlotte 2', 'Segra Charlotte 1', 'ScaleMatrix Charlotte', 'H5 Data Centers Charlotte', 'CENTRA Charlotte (CLT01)', 'Charlotte Colocation Center', 'Cogent Data Center - Charlotte', 'Meta Forest City Data Center', 'Windstream Charlotte', 'Lumen Charlotte 3', 'Lumen Charlotte 4', 'Segra Charlotte 4', 'Lumen Charlotte 2', 'Lumen Charlotte 1', '731 E Trade Data Center', 'CHARLOTTE DATA CENTER', '4021 Rose Lake Drive', 'Lumen Spartanburg 1']","[78464.60072, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 134904.0]","[181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82]"
37129,['Centersquare - Columbus CMH1'],[15153.11538],[181137.82]
37135,['DC BLOX Atlanta West'],[73516.55952],[181137.82]
37137,['SafeHouse Datacenter'],[5071.578947],[181137.82]
37159,['Segra Kannapolis'],[43814.36066],[181137.82]
37175,['Automated Results Data Center'],[43814.36066],[2438441.564]
37183,"['Flexential Raleigh Data Center', 'TierPoint Raleigh - RAL', 'LightEdge - Raleigh', 'Segra Raleigh', 'American Tower AEDC Raleigh', 'Celito Data Center', 'Lumen Raleigh 4', 'Lumen Raleigh 2', 'Lumen Raleigh 3', 'Tranquil Hosting']","[43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066, 43814.36066]","[181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82, 181137.82]"
38017,"['Midco Fargo', 'DCN Fargo Great Plains', '702 Data Center']","[559388.5714, 559388.5714, 559388.5714]","[111761.7783, 111761.7783, 111761.7783]"
38035,['Midco Grand Forks'],[559388.5714],[111761.7783]
38075,['Nexus Management'],[5256.0],[111761.7783]
38103,['Centeris South Hill SH2'],[58108.0],[111761.7783]
39003,['Microtronix Datacenter'],[15153.11538],[14157.76543]
39005,['QTS Ashburn-Moran'],[71566.85412],[14157.76543]
39017,"['Cologix LAK1', 'Flexential Cincinnati Data Center', 'CBTS Hamilton Data Center']","[11252.68293, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543]"
39023,['LexisNexis Springfield'],[15153.11538],[14157.76543]
39025,"['DartPoints Eastgate', 'Tech Vault, Inc.']","[15153.11538, 101074.78]","[14157.76543, 14157.76543]"
39027,['Novva Tahoe Reno'],[85417.675],[14157.76543]
39035,"['AT&T Secaucus', 'CyberOne Data', 'H5 Data Centers Cleveland', 'Fusion Connect - Cleveland', 'Ark Data Centers Independence', 'Aligned NEO-01', 'DataBank CLE1 - Downtown Cleveland', 'Expedient Garfield Heights 2', 'Cogent Data Center - Cleveland', 'Windstream Cleveland', 'Expedient Garfield Heights 1', 'Lumen Cleveland 3', 'Lumen Cleveland 2', 'BlueBridge Networks', 'Richmond Heights', 'Public Square Tech Center', 'Mangobay Cleveland', 'Keith Building', 'Sterling Telecom Office Building']","[31776.44531, 3918.947368, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
39041,"['Expedient Lewis Center', 'Dynamic Internet']","[15153.11538, 1946.66667]","[14157.76543, 14157.76543]"
39049,"['Cologix COL1', 'WeConnect Community Data Center', 'Cologix COL3-S', 'Cologix COL2', '5CDC Columbus - CMH01', 'CeraNet DC3', 'Cologix COL4-S', 'DartPoints Dublin', 'Cogent Data Center - Columbus', 'ICS Corporate Center 1', 'STACK Infrastructure NAL01A', 'CeraNet DC2', 'Expedient Dublin', 'Expedient Upper Arlington', 'Amazon AWS CMH - Cosgray Campus', 'Amazon AWS CMH - Hayden Campus', 'Amazon AWS CMH - Crosby Campus', 'Amazon AWS CMH - Scioto Campus', 'Google New Albany Data Center', 'Citynet Columbus', 'LexisNexis Hilliard', 'Amazon AWS CMH - 4600 Cosgray', 'Amazon AWS CMH - Scioto A', 'Amazon AWS CMH - 5121 Hayden', 'Amazon AWS CMH - 6685 Crosby', 'Amazon AWS CMH - Scioto E', 'Amazon AWS CMH - Scioto C', 'Amazon AWS CMH - Scioto D', 'Amazon AWS CMH - 5113 Hayden', 'Amazon AWS CMH - 4636 Cosgray', 'Amazon AWS CMH - Scioto G', 'Amazon AWS CMH - 6665 Crosby', 'Windstream Columbus', 'Amazon AWS CMH - Scioto F', 'Amazon AWS CMH - 5117 Hayden', 'Amazon AWS CMH - 4624 Cosgray', 'Amazon AWS CMH - 5125 Hayden', 'Amazon AWS CMH - 4612 Cosgray', 'Amazon AWS CMH - 6645 Crosby', 'Amazon AWS CMH - Scioto B', 'Amazon AWS CMH - 6675 Crosby', 'Amazon AWS CMH - 5109 Hayden', 'Lumen Columbus 2', 'New Albany, Ohio Data Center', 'Lumen Columbus', 'Crown Castle Columbus (OH1)', 'WOW!', 'ICS Main POP', 'CMH-1', 'Racksquared Value Way Datacenter', 'Hostrunway Columbus', 'RSL', '226 North Fifth Street', 'DataBank - zColo - 251 Neilston St']","[15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
39061,"['CyrusOne CIN97 - Cincinnati', 'CyrusOne CIN2 - Cincinnati', 'H5 Data Centers Cincinnati', 'DartPoints Cincinnati', 'CyrusOne Cincinnati (Gold Coast)', 'Lumen Cincinnati 3', 'DataBank - zColo - 334 Gest St']","[15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
39089,"['QTS New Albany 2 DC2', 'Amazon AWS CMH - Newton Campus', 'Aligned - 6770 Mink St', 'Amazon AWS CMH - 2675 Newton', 'Amazon AWS CMH - 2570 Beech', 'QTS New Albany 2 DC1', 'Amazon AWS CMH - 2775 Newton', 'CyrusOne - New Albany', 'QTS New Albany 1 DC1', 'Amazon AWS CMH - 2575 Newton', 'QTS New Albany 1 DC2', 'Amazon AWS CMH - 2875 Newton']","[15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
39095,"['Springs Hosting', 'Telesystem DC-1']","[27448.0, 15153.11538]","[14157.76543, 14157.76543]"
39099,['Ark Data Centers Youngstown'],[15153.11538],[14157.76543]
39103,['LightSpeed Hosting'],[15153.11538],[14157.76543]
39111,['DP Facilities - Hannibal Gap Data Center'],[15153.11538],[14157.76543]
39113,"['Iron Mountain Data Centers OHS-1', 'Lumen Dayton 2', 'Lumen Dayton 1', 'Lumen Dayton 3']","[15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543]"
39151,['Ark Data Centers Canton'],[15153.11538],[14157.76543]
39153,"['Bay Pointe', 'Ark Data Centers Akron 1', 'Ark Data Centers Akron 2', 'Cogent Data Center - Akron', 'Lumen Akron 2', 'The Karcher Group']","[15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
39155,['Lumen Chicago'],[49338.91391],[14157.76543]
39157,['Untangled Technology'],[15153.11538],[14157.76543]
39159,"['Lumen San Bernardino', 'Amazon AWS CMH - Industrial Parkway Campus', 'Amazon AWS CMH - 8567 Warner D', 'Amazon AWS CMH - 8567 Warner B', 'Amazon AWS CMH - 8619 Industrial A', 'Amazon AWS CMH - 8567 Warner C', 'Amazon AWS CMH - 8619 Industrial B', 'Amazon AWS CMH - 8619 Industrial C', 'Amazon AWS CMH - 8619 Industrial D', 'Amazon AWS CMH - 8567 Warner A']","[33566.97482, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538, 15153.11538]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
40035,['CORE Data Center'],[51100.0],[71061.76832]
40037,['Google Mayes County Data Center'],[51100.0],[71061.76832]
40049,['Lumen Oklahoma City 1'],[51100.0],[71061.76832]
40089,['ISG Topeka'],[625.7142857],[111761.7783]
40109,"['CoreSite Miami (MI1)', 'Dedicated Server Store', 'TierPoint Oklahoma City #1', 'RACK59', 'TierPoint Oklahoma City #2', 'Windstream Oklahoma City', 'TulsaConnect (DC4) Oklahoma', 'MIDCON Recovery Solutions']","[11252.68293, 11252.68293, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0]","[71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832]"
40143,"['TierPoint Tulsa - Archer', 'TierPoint Tulsa - State Farm', 'Jackson Technical Data Center', 'OCOSA Data Center', '110 West 7th Street', 'TulsaConnect (DC2) Oklahoma', 'Windstream Tulsa', 'Lumen Tulsa 1', 'Tulsa Technology Exchange', 'TulsaConnect (DC1) Oklahoma', 'TulsaConnect (DC3) Oklahoma', 'Isocentric Networks', 'Kennedy Building']","[51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0, 51100.0]","[71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832]"
41003,"['Lumen Portland 2', 'Kattare CVO']","[58840.94495, 58840.94495]","[42351.41091, 42351.41091]"
41011,['Lumen Bandon'],[58840.94495],[42351.41091]
41013,"['Meta Prineville Data Center', 'Apple Prineville Data Center']","[58840.94495, 58840.94495]","[42351.41091, 42351.41091]"
41017,['OneNeck Bend'],[58840.94495],[42351.41091]
41029,"['Data Center West', 'DC BLOX High Point']","[58840.94495, 43814.36066]","[42351.41091, 42351.41091]"
41039,"['Lumen Eugene 2', 'Hostway Tampa', 'Iron Mountain Data Centers AZP-1', 'DataBank PHX2 - Phoenix Sky Harbor']","[58840.94495, 11252.68293, 77200.83951, 77200.83951]","[42351.41091, 42351.41091, 42351.41091, 42351.41091]"
41049,"['Amazon AWS PDX - Lewis East Campus', 'Amazon AWS PDX - Bombing Campus', 'Amazon AWS PDX - Rippee Campus', 'Amazon AWS PDX - Olson Campus', 'Amazon AWS PDX - Gar Swanson Campus', 'Amazon AWS PDX - Lewis West Campus', 'Amazon AWS PDX - 79541 Rippee', 'Amazon AWS PDX - 79536 Rippee', 'Amazon AWS PDX - 75294 Lewis', 'Amazon AWS PDX - 79392 Olson', 'Amazon AWS PDX - Bombing D', 'Amazon AWS PDX - Bombing C', 'Amazon AWS PDX - 77866 Bombing', 'Amazon AWS PDX - 79388 Olson', 'Amazon AWS PDX - 75300 Lewis', 'Amazon AWS PDX - 75288 Lewis', 'Amazon AWS PDX - 73579 Lewis', 'Amazon AWS PDX - 75250 Gar Swanson', 'Amazon AWS PDX - 79386 Olson', 'Amazon AWS PDX - 75246 Gar Swanson', 'Amazon AWS PDX - 79553 Rippee', 'Amazon AWS PDX - 79539 Rippee', 'Amazon AWS PDX - 73575 Lewis', 'Amazon AWS PDX - 75242 Gar Swanson', 'Amazon AWS PDX - 77860 Bombing', 'Amazon AWS PDX - 75254 Gar Swanson', 'Amazon AWS PDX - 75282 Lewis', 'Amazon AWS PDX - 73577 Lewis', 'Amazon AWS PDX - 79540 Rippee']","[58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495]","[187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123]"
41051,"['Digital Fortress Portland 1', 'Opus Interactive Portland Datacenter', 'Pittock Block', 'Windstream Portland', 'DirectSpace Networks', 'Columbia 1', 'Lumen Wilmington 1']","[58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 96170.32]","[42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091]"
41059,"['SDC Umatilla', 'Amazon AWS PDX - Beach Campus', 'Amazon AWS PDX - 2400 Beach', 'Amazon AWS PDX - 3200 Beach', 'Amazon AWS PDX - 80939 Powerline', 'Amazon AWS PDX - 1600 Beach', 'Amazon AWS PDX - Livestock Campus', 'Amazon AWS PDX - 28803A Livestock', 'Amazon AWS PDX - 28803B Livestock', 'Amazon AWS PDX - 28803C Livestock', 'Amazon AWS PDX - 28803D Livestock']","[58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495]","[187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123, 187519.3123]"
41067,"['3825 NW Aloclek Street (PDX10)', 'Flexential Portland - Hillsboro 3 Data Center', 'Flexential Portland - Hillsboro 2 Data Center', 'Flexential Portland - Hillsboro 1 Data Center', 'Flexential Portland - Hillsboro 5 Data Center', '6675 NE 62nd Ave (PDX11)', 'Flexential Portland - Hillsboro 4 Data Center', 'NTT Hillsboro HI1', 'Digital Fortress Portland 2', 'STACK Infrastructure POR02A', 'Digital Fortress Portland 3', 'EdgeConneX Portland - EDCPOR01', 'Opus Interactive Hillsboro Datacenter', 'EdgeConneX Portland - EDCPOR02', 'Crane Portland', 'QTS Hillsboro DC 1', 'DTS-NET Portland', 'Lumen Cedar Hills', 'Tata Communications Hillsboro', '5870 NE Schaaf Street (PDX12)', 'STACK Infrastructure POR03B', 'Aligned PDX-01', 'Aligned PDX-02', 'Hillsboro Campus', 'STACK Infrastructure POR01', 'QTS Hillsboro 2 Campus']","[58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495, 58840.94495]","[42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091]"
42003,"['DataBank LGA3 - Orangeburg', 'MSA Evergreen Heights', 'MSA Rockpointe', 'EdgeConneX Pittsburgh - EDCPIT01', 'H5 Data Centers Pittsburgh', 'Ardent Pittsburgh', 'DataBank PIT2 - Summit Park', 'DataBank PIT1 - Downtown Pittsburgh', 'DQE Pittsburgh', 'Expedient Pittsburgh ACM', 'Expedient Pittsburgh North Shore', 'Consolidated Pittsburgh', 'Consolidated Tarentum', 'Lumen Pittsburgh 2', 'Citynet Pittsburgh', 'Lumen Pittsburgh 1', 'Ascent Data', 'aspStation', 'viLogics-Pittsburgh', 'DataBank - zColo - 2500 Allegheny Center Mall', 'Sierra Data Center', 'Bare Metal PIttsburgh', 'Allegheny Center Mall', 'Flexential Las Vegas - Downtown Data Center']","[31776.44531, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 85417.675]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
42007,['CyrusOne DFW1 - Carrollton'],[78464.60072],[14157.76543]
42011,"['Contegix Wyomissing', 'Direct LTx Data Center', 'DaSTOR Reading BCC']","[65574.85714, 65574.85714, 65574.85714]","[14157.76543, 14157.76543, 14157.76543]"
42017,['Keystone NAP'],[65574.85714],[14157.76543]
42019,['DQE Butler'],[65574.85714],[14157.76543]
